source_path,destination_path,database,module,purpose,classification,execution_status,notes
.claude/worktrees/project-setup-ideas-a01370/oracle/subaward/export_subaward_contacts.sql,"",Oracle,Subaward,Export contact identifiers for each physical Subaward version. Contact type and Rolodex lookup tables are external to the verified Subaward inventory.,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/oracle/subaward/export_subaward_custom_data.sql,"",Oracle,Subaward,Export Subaward custom values. CUSTOM_ATTRIBUTE_ID is preserved; the common custom-attribute lookup is outside the verified Subaward inventory.,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/oracle/subaward/export_subaward_funding.sql,"",Oracle,Subaward,Export source Award associations. AWARD_ID is retained without enrichment because the Award table is outside the verified Subaward inventory.,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/oracle/subaward/export_subaward_notepad.sql,"",Oracle,Subaward,"Export Subaward notes, including the restricted-view marker and create/update audit fields. SUBAWARD_NOTEPAD has no SEQUENCE_NUMBER in verified Oracle.","Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/oracle/subaward/export_subaward_notifications.sql,"",Oracle,Subaward,Export Subaward notification text and audit data. The descriptor relates OWNING_DOCUMENT_ID_FK to SUBAWARD_ID; the raw parent key is preserved.,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/oracle/subaward/export_subaward_reports.sql,"",Oracle,Subaward,Export report assignments with the verified local report-type description.,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/oracle/subaward/export_subaward_template_info.sql,"",Oracle,Subaward,Export verified FDP/template terms for each Subaward version. This source table has UPDATE audit fields but no VER_NBR or OBJ_ID in verified Oracle.,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/oracle/subaward/export_subawards.sql,"",Oracle,Subaward,"Export every physical Subaward version with its document, BU extension, and verified status description. SUBAWARD_CODE groups the version family; SUBAWARD_ID identifies the physical source row.","Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/oracle/subaward/validate_subaward_exports.sql,"",Oracle,Subaward,Subaward Oracle export validation package. Run in a read-only Oracle session. Each result set is intentionally separate. Installed constraints and indexes for all exported source tables,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/sql/dashboard/award_dashboard.sql,"",PostgreSQL,Award,Award Dashboard: whole-archive row counts across every Award table. Companion to award_explorer.sql and award_summary.sql (both scoped to one award_number) in this same directory - this one has no,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/sql/dashboard/award_explorer.sql,"",PostgreSQL,Award,"Award Explorer: the full archived object graph for one Award, by award_number. Read-only validation tool - part of the standard Award archive toolkit alongside award_summary.sql and","Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/sql/dashboard/award_summary.sql,"",PostgreSQL,Award,"Award Summary: one row of archive row-counts for a single Award, by award_number. Companion to award_explorer.sql (full detail) and award_dashboard.sql (whole-archive totals) in this same directory.","Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/sql/extract/award/01_award_versions.sql,"",Oracle,Award,01 award versions,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/sql/extract/award/02_award_amounts.sql,"",Oracle,Award,TRANSACTION_ID/ORIGINATING_AWARD_VERSION added for the Award Time and Money bundle - see V048 and docs/architecture/AWARD_TIME_AND_MONEY_DESIGN.md. TRANSACTION_ID here is a real numeric surrogate key tracing back to a...,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/sql/extract/award/03_award_people.sql,"",Oracle,Award,03 award people,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/sql/extract/award/04_award_proposals.sql,"",Oracle,Award,04 award proposals,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/sql/extract/award/05_award_custom_data.sql,"",Oracle,Award,"CUSTOM_ATTRIBUTE_ID is preserved without a lookup join, matching the same convention already established for Negotiation's and Subaward's own custom-data extraction queries - the common custom-attribute","Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/sql/extract/award/06_award_person_units.sql,"",Oracle,Award,AWARD_PERSON_UNITS has no AWARD_ID column of its own - only AWARD_PERSON_ID. AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER are denormalized through this join back to AWARD_PERSONS so the loader's,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/sql/extract/award/07_award_person_credit_splits.sql,"",Oracle,Award,AWARD_PERSON_CREDIT_SPLITS has no AWARD_ID column of its own - only AWARD_PERSON_ID. See 06_award_person_units.sql for why AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER are denormalized through a join,"Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/sql/extract/award/08_award_person_unit_credit_splits.sql,"",Oracle,Award,"AWARD_PERS_UNIT_CRED_SPLITS is two hops from Award: it carries only AWARD_PERSON_UNIT_ID, not AWARD_PERSON_ID or AWARD_ID. This join chains through AWARD_PERSON_UNITS up to AWARD_PERSONS to denormalize","Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
.claude/worktrees/project-setup-ideas-a01370/sql/extract/award/09_award_sponsor_terms.sql,"",Oracle,Award,"AWARD_SPONSOR_TERM carries AWARD_ID/AWARD_NUMBER/SEQUENCE_NUMBER directly - no join needed, same flat shape as 04_award_proposals.sql/05_award_custom_data.sql. SPONSOR_TERM_ID is preserved without a lookup join, match...","Generated, temporary, test-fixture, or irrelevant SQL","Excluded duplicate, generated, benchmark, fixture, or irrelevant SQL",Excluded duplicate from a generated Claude worktree; authoritative working-tree file was inventoried separately when present.
